CyaniteTaggingExport_AubinHuet_050821;;;;;;;;;;;;
FILE NAME;DURATION;KEY;MOST SIGNIFICANT PART;ALL MOOD MEANS - Gives information about the average mood mix and the presence of all moods in the song.;MOODS (MOST DOMINANT);VALENCE;AROUSAL;ENERGY LEVEL;EMOTIONAL PROFILE;ENERGY DYNAMICS;EMOTIONAL DYNAMICS;KEYWORDS - these keywords can be customized as part of our „Keyword Cleaning”
Symphony No. 3 in F Major, Op. 90 - III. Poco allegretto.m4a.mp3;371;C minor;45 - 75;Sad : 0.73, Calm : 0.65, Chilled : 0.54, Dark : 0.54, Romantic : 0.54, Spherical : 0.52, Epic : 0.29, Scary : 0.18, Happy : 0.07, Energetic : 0.06, Aggressive : 0.03, Sexy : 0.02, Uplifting : 0.02;calm, chilled, dark, romantic, sad, spherical;-0.77;-0.57;low;negative;low;low;calm, chilled, moderate, classical, tender, spherical, sentimental, sphere, smooth, soft, romantic, sad, chillout, touching, emotional, feeling, contemplative, emotion, gentle, affecting
Symphony No. 3 in F Major, Op. 90 - I. Allegro con brio.m4a.mp3;606;F major;30 - 60;Sad : 0.60, Epic : 0.55, Dark : 0.46, Spherical : 0.40, Romantic : 0.39, Calm : 0.35, Chilled : 0.33, Energetic : 0.27, Scary : 0.20, Uplifting : 0.10, Happy : 0.09, Aggressive : 0.05, Sexy : 0.02;epic, sad;-0.60;-0.06;variable;negative;high;medium;classical, epic, sad, calm, spherical, sphere, emotional, dark, moderate, sentimental, atmosphere, affecting, classical influence, romantic, chilled, touching, feeling, tender, emotion, contemplative
Symphony no. 3 'Scottish', Op. 56  - II. Vivace non troppo.m4a.mp3;265;F major;135 - 165;Epic : 0.70, Energetic : 0.53, Sad : 0.42, Dark : 0.34, Spherical : 0.26, Uplifting : 0.24, Romantic : 0.23, Scary : 0.18, Chilled : 0.16, Happy : 0.15, Calm : 0.10, Aggressive : 0.08, Sexy : 0.02;energetic, epic;-0.28;0.43;high;balanced;medium;medium;classical, epic, classical influence, energetic, dark, powerful, scary, sad, sinister, trailers and promos, monumental, super hero, ominous, heroic, dramatic, action thriller, emotional, majestic, trailer, fantasy magical
Symphony No. 38 in D major 'Prague', K. 504 - I. Adagio-Allegro.mp3;817;D major;300 - 330;Dark : 0.60, Sad : 0.55, Epic : 0.50, Spherical : 0.35, Scary : 0.34, Energetic : 0.30, Romantic : 0.27, Calm : 0.23, Chilled : 0.21, Aggressive : 0.09, Uplifting : 0.09, Happy : 0.08, Sexy : 0.02;dark, sad;-0.67;0.07;medium;negative;medium;low;classical, dark, epic, scary, sinister, sad, ominous, gloomy, classical influence, spherical, sphere, atmosphere, horror, menacing, super hero, trailers and promos, emotional, action thriller, threatening, scare
Symphony No. 4 in E Minor, Op. 98 - III. Allegro Giocoso.m4a.mp3;380;C major;285 - 315;Epic : 0.74, Energetic : 0.57, Sad : 0.42, Dark : 0.31, Uplifting : 0.28, Spherical : 0.26, Romantic : 0.22, Scary : 0.17, Happy : 0.15, Chilled : 0.13, Calm : 0.10, Aggressive : 0.08, Sexy : 0.02;energetic, epic;-0.25;0.47;high;variable;medium;high;classical, epic, classical influence, energetic, powerful, dark, sad, scary, monumental, sinister, trailers and promos, heroic, super hero, dramatic, ominous, action thriller, majestic, energy, trailer, emotional
Symphony No. 3 in E Flat Major Eroica, Op. 55 - I. Allegro con brio.m4a.mp3;Track with id 2009041 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Symphony no. 45 in F sharp minor 'Farewell', Hob. I_45 - I. Allegro assai.flac.mp3;256;F# minor;90 - 120;Romantic : 0.65, Sad : 0.59, Epic : 0.50, Chilled : 0.47, Calm : 0.46, Spherical : 0.32, Dark : 0.26, Happy : 0.22, Energetic : 0.15, Scary : 0.09, Uplifting : 0.06, Aggressive : 0.02, Sexy : 0.02;romantic, sad;-0.42;-0.32;medium;negative;low;medium;classical, romantic, calm, chilled, love, tender, moderate, emotional, sentimental, romance, soft, feeling, touching, smooth, emotion, chillout, gentle, sad, soulful, relaxed
Symphony no. 4 in A 'Italian', Op. 90 - I. Allegro vivace.m4a.mp3;464;A major;270 - 300;Epic : 0.67, Sad : 0.50, Dark : 0.39, Energetic : 0.38, Romantic : 0.33, Spherical : 0.29, Chilled : 0.20, Scary : 0.20, Calm : 0.16, Uplifting : 0.14, Happy : 0.13, Aggressive : 0.06, Sexy : 0.02;epic, sad;-0.47;0.22;medium;negative;medium;low;classical, epic, classical influence, sad, dark, scary, sinister, emotional, ominous, trailers and promos, affecting, gloomy, super hero, spherical, sphere, romantic, atmosphere, powerful, action thriller, dramatic
Symphony no. 3 'Scottish', Op. 56  - I. Andante con moto.m4a.mp3;846;A minor;585 - 615;Sad : 0.59, Epic : 0.57, Dark : 0.55, Spherical : 0.40, Energetic : 0.31, Romantic : 0.31, Calm : 0.29, Scary : 0.28, Chilled : 0.26, Uplifting : 0.11, Aggressive : 0.07, Happy : 0.07, Sexy : 0.02;dark, epic, sad;-0.64;0.03;variable;negative;high;low;classical, epic, dark, sad, sinister, scary, spherical, sphere, classical influence, ominous, gloomy, atmosphere, calm, emotional, affecting, sentimental, moderate, touching, feeling, melancholic
Symphony No. 4 in E Minor, Op. 98 - IV. Allegro Energico e Passionato.mp3;668;E minor;255 - 285;Sad : 0.57, Epic : 0.55, Dark : 0.48, Spherical : 0.38, Romantic : 0.34, Energetic : 0.31, Calm : 0.30, Chilled : 0.29, Scary : 0.23, Uplifting : 0.12, Happy : 0.08, Aggressive : 0.07, Sexy : 0.02;epic, sad;-0.59;0.02;variable;negative;high;medium;classical, epic, sad, dark, spherical, calm, sphere, classical influence, emotional, sinister, scary, atmosphere, affecting, sentimental, moderate, touching, gloomy, feeling, romantic, chilled
Symphony No. 38 in D major 'Prague', K. 504 - III. Finale (Presto).mp3;501;D minor;150 - 180;Dark : 0.69, Epic : 0.62, Sad : 0.49, Scary : 0.48, Energetic : 0.45, Spherical : 0.27, Aggressive : 0.16, Romantic : 0.15, Uplifting : 0.11, Calm : 0.10, Chilled : 0.09, Happy : 0.05, Sexy : 0.01;dark, epic, sad;-0.71;0.36;high;negative;medium;low;dark, scary, classical, epic, sinister, ominous, horror, menacing, gloomy, super hero, action thriller, evil, threatening, aggressive, trailers and promos, scare, powerful, fearful, dangerous, terrifying
Symphony no. 3 'Scottish', Op. 56  - III. Adagio.m4a.mp3;572;A major;195 - 225;Sad : 0.68, Calm : 0.58, Romantic : 0.55, Chilled : 0.50, Dark : 0.45, Spherical : 0.44, Epic : 0.37, Scary : 0.15, Energetic : 0.13, Happy : 0.09, Uplifting : 0.05, Aggressive : 0.03, Sexy : 0.02;calm, chilled, romantic, sad;-0.66;-0.42;variable;negative;high;low;calm, classical, chilled, moderate, romantic, tender, sentimental, sad, soft, smooth, emotional, chillout, touching, feeling, spherical, sphere, emotion, love, contemplative, gentle
Symphony No. 38 in D major 'Prague', K. 504 - II. Andante.mp3;768;G major;15 - 45;Sad : 0.71, Dark : 0.60, Calm : 0.59, Romantic : 0.50, Chilled : 0.46, Spherical : 0.45, Epic : 0.27, Scary : 0.25, Energetic : 0.08, Happy : 0.07, Aggressive : 0.05, Sexy : 0.02, Uplifting : 0.02;calm, dark, romantic, sad;-0.77;-0.49;low;negative;low;low;calm, classical, moderate, chilled, sad, sentimental, tender, romantic, spherical, sphere, soft, emotional, smooth, touching, feeling, chillout, contemplative, emotion, affecting, atmosphere
Symphony No. 4 in E Minor, Op. 98 - II. Andante Moderato.m4a.mp3;675;E major;330 - 360;Sad : 0.69, Calm : 0.61, Romantic : 0.55, Chilled : 0.53, Spherical : 0.47, Dark : 0.46, Epic : 0.34, Scary : 0.14, Energetic : 0.13, Happy : 0.09, Uplifting : 0.05, Aggressive : 0.03, Sexy : 0.02;calm, chilled, romantic, sad;-0.66;-0.45;variable;negative;high;medium;calm, chilled, moderate, classical, tender, romantic, sentimental, smooth, soft, chillout, spherical, sphere, emotional, touching, feeling, sad, emotion, contemplative, gentle, love
Symphony no. 40 in G minor, K. 550 - I. Molto Allegro.m4a.mp3;359;G minor;15 - 45;Epic : 0.72, Energetic : 0.47, Sad : 0.45, Dark : 0.41, Spherical : 0.27, Romantic : 0.24, Scary : 0.24, Uplifting : 0.19, Chilled : 0.14, Happy : 0.14, Calm : 0.09, Aggressive : 0.08, Sexy : 0.02;epic, energetic;-0.40;0.39;high;negative;low;medium;classical, epic, dark, classical influence, scary, sinister, sad, ominous, powerful, trailers and promos, super hero, energetic, action thriller, dramatic, monumental, gloomy, trailer, heroic, fantasy magical, adventure family adventure
Symphony no. 3 'Scottish', Op. 56  - IV. Allegro vivacissimo.m4a.mp3;683;A minor;315 - 345;Epic : 0.64, Sad : 0.50, Dark : 0.48, Energetic : 0.40, Spherical : 0.31, Scary : 0.28, Romantic : 0.27, Chilled : 0.18, Calm : 0.16, Uplifting : 0.14, Happy : 0.11, Aggressive : 0.08, Sexy : 0.02;epic, sad;-0.52;0.24;medium;negative;medium;medium;classical, epic, dark, scary, sinister, classical influence, sad, ominous, gloomy, trailers and promos, super hero, action thriller, powerful, menacing, emotional, spherical, sphere, dramatic, fantasy magical, horror
Symphony no. 4 in A 'Italian', Op. 90 - III. Con moto moderato.m4a.mp3;426;A major;45 - 75;Sad : 0.67, Romantic : 0.63, Calm : 0.55, Chilled : 0.52, Epic : 0.44, Spherical : 0.39, Dark : 0.33, Happy : 0.14, Energetic : 0.13, Scary : 0.10, Uplifting : 0.05, Aggressive : 0.03, Sexy : 0.02;calm, chilled, romantic, sad;-0.59;-0.41;low;negative;medium;low;calm, classical, romantic, chilled, moderate, tender, sentimental, emotional, love, soft, smooth, touching, feeling, romance, chillout, sad, emotion, gentle, soulful, relaxed
Symphony no. 40 in G minor, K. 550 - III. Menuetto;Allegretto.m4a.mp3;70;none;none;Epic : 0.48, Sad : 0.47, Romantic : 0.39, Energetic : 0.37, Dark : 0.33, Chilled : 0.29, Calm : 0.26, Spherical : 0.25, Happy : 0.21, Uplifting : 0.17, Scary : 0.14, Aggressive : 0.05, Sexy : 0.03;ambiguous;-0.29;0.11;variable;variable;high;bassGuitar : partially, brassWoodwinds : partially, strings : throughout
Symphony No. 4 in E Minor, Op. 98 - I. Allegro Non Troppo.m4a.mp3;761;E minor;450 - 480;Epic : 0.63, Sad : 0.57, Romantic : 0.41, Dark : 0.40, Spherical : 0.34, Energetic : 0.30, Calm : 0.29, Chilled : 0.29, Scary : 0.17, Happy : 0.11, Uplifting : 0.11, Aggressive : 0.05, Sexy : 0.02;epic, sad;-0.54;0.01;variable;negative;high;low;classical, epic, sad, emotional, classical influence, calm, romantic, sentimental, dark, spherical, sphere, affecting, moderate, touching, feeling, atmosphere, emotion, tender, chilled, love
Symphony no. 45 in F sharp minor 'Farewell', Hob. I_45 - II. Adagio.flac.mp3;257;F# major;45 - 75;Sad : 0.61, Dark : 0.58, Epic : 0.47, Romantic : 0.39, Calm : 0.30, Scary : 0.30, Spherical : 0.29, Chilled : 0.23, Energetic : 0.19, Happy : 0.08, Aggressive : 0.07, Uplifting : 0.04, Sexy : 0.01;dark, sad;-0.74;-0.12;medium;negative;low;low;classical, dark, sad, epic, scary, sinister, classical influence, ominous, calm, emotional, gloomy, romantic, sentimental, affecting, spherical, sphere, moderate, atmosphere, touching, melancholy
Symphony No. 3 in E Flat Major Eroica, Op. 55 - II. Marcia funebre Adagio assai.m4a.mp3;Track with id 2009056 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Symphony no. 40 in G minor, K. 550 - II. Andante.m4a.mp3;457;Eb major;15 - 45;Sad : 0.61, Dark : 0.52, Calm : 0.47, Chilled : 0.45, Romantic : 0.45, Spherical : 0.41, Epic : 0.24, Scary : 0.24, Happy : 0.14, Energetic : 0.10, Aggressive : 0.05, Uplifting : 0.04, Sexy : 0.03;dark, sad;-0.63;-0.36;low;variable;low;high;classical, calm, chilled, moderate, sad, romantic, tender, sentimental, spherical, sphere, emotional, soft, smooth, touching, chillout, feeling, emotion, affecting, atmosphere, contemplative
Symphony no. 4 in A 'Italian', Op. 90 - IV. Saltarello (Presto).m4a.mp3;368;A minor;195 - 225;Epic : 0.72, Dark : 0.56, Energetic : 0.55, Sad : 0.47, Scary : 0.39, Spherical : 0.28, Uplifting : 0.18, Romantic : 0.15, Aggressive : 0.14, Chilled : 0.08, Calm : 0.07, Happy : 0.07, Sexy : 0.02;dark, energetic, epic;-0.56;0.48;high;negative;low;low;epic, classical, dark, scary, sinister, ominous, powerful, super hero, action thriller, classical influence, menacing, trailers and promos, horror, gloomy, aggressive, energetic, fantasy magical, threatening, adventure family adventure, dramatic
Symphony no. 45 in F sharp minor 'Farewell', Hob. I_45 - III. Minuet and trio.flac.mp3;564;A major;195 - 225;Dark : 0.61, Sad : 0.55, Spherical : 0.42, Epic : 0.39, Scary : 0.39, Calm : 0.29, Romantic : 0.28, Chilled : 0.25, Energetic : 0.25, Aggressive : 0.10, Happy : 0.10, Uplifting : 0.09, Sexy : 0.02;dark, sad;-0.62;-0.04;variable;variable;high;high;classical, dark, scary, sinister, sad, epic, ominous, spherical, sphere, gloomy, atmosphere, classical influence, calm, affecting, emotional, moderate, menacing, horror, sentimental, arcane
Symphony no. 4 in A 'Italian', Op. 90 - II. Andante con moto.m4a.mp3;348;D minor;30 - 60;Dark : 0.70, Sad : 0.65, Spherical : 0.47, Scary : 0.41, Calm : 0.40, Romantic : 0.35, Chilled : 0.33, Epic : 0.30, Energetic : 0.14, Aggressive : 0.08, Happy : 0.06, Uplifting : 0.03, Sexy : 0.02;dark, sad;-0.79;-0.26;medium;negative;medium;low;classical, dark, scary, sad, sinister, spherical, sphere, calm, gloomy, atmosphere, moderate, ominous, affecting, sentimental, emotional, chilled, touching, contemplative, melancholic, feeling
Symphony no. 45 in F sharp minor 'Farewell', Hob. I_45 - IV. Finale Presto Adagio.flac.mp3;438;A major;270 - 300;Sad : 0.73, Dark : 0.70, Calm : 0.63, Spherical : 0.61, Chilled : 0.50, Romantic : 0.41, Scary : 0.31, Epic : 0.23, Energetic : 0.06, Aggressive : 0.05, Happy : 0.03, Sexy : 0.02, Uplifting : 0.01;calm, dark, sad, spherical;-0.82;-0.53;low;negative;low;low;calm, spherical, sphere, moderate, chilled, atmosphere, sad, classical, sentimental, smooth, chillout, tender, soft, contemplative, touching, dark, feeling, affecting, emotion, pensive
Symphony no. 40 in G minor, K. 550 - IV. Allegro assai.m4a.mp3;285;G minor;15 - 45;Epic : 0.78, Energetic : 0.59, Dark : 0.42, Sad : 0.42, Scary : 0.27, Spherical : 0.24, Uplifting : 0.23, Romantic : 0.18, Aggressive : 0.11, Happy : 0.10, Chilled : 0.08, Calm : 0.06, Sexy : 0.02;energetic, epic;-0.40;0.53;high;negative;low;low;epic, classical, dark, scary, energetic, sinister, powerful, classical influence, ominous, super hero, trailers and promos, action thriller, dramatic, heroic, monumental, trailer, fantasy magical, adventure family adventure, sad, aggressive
The Gordion Knot Untied, Z.597.mp3.mp3;136;D minor;15 - 45;Sad : 0.65, Romantic : 0.62, Epic : 0.59, Calm : 0.48, Chilled : 0.45, Spherical : 0.40, Dark : 0.31, Energetic : 0.14, Happy : 0.14, Scary : 0.09, Uplifting : 0.05, Aggressive : 0.02, Sexy : 0.01;epic, romantic, sad;-0.59;-0.34;medium;negative;low;low;classical, calm, romantic, chilled, moderate, tender, emotional, sentimental, love, sad, touching, soft, feeling, romance, smooth, emotion, chillout, gentle, soulful, affecting
Symphony no. 5 - I. Trauermarsch.mp3;721;C# minor;180 - 210;Dark : 0.66, Sad : 0.58, Spherical : 0.43, Epic : 0.41, Scary : 0.40, Calm : 0.32, Energetic : 0.28, Chilled : 0.27, Romantic : 0.27, Aggressive : 0.11, Uplifting : 0.08, Happy : 0.05, Sexy : 0.02;dark, sad;-0.73;-0.04;variable;negative;high;low;classical, dark, scary, sinister, sad, ominous, epic, spherical, gloomy, sphere, atmosphere, calm, classical influence, affecting, menacing, moderate, horror, emotional, arcane, scare
Toccata.mp3.mp3;120;Bb major;45 - 75;Dark : 0.52, Epic : 0.48, Sad : 0.48, Energetic : 0.32, Scary : 0.29, Romantic : 0.25, Spherical : 0.25, Chilled : 0.17, Calm : 0.14, Happy : 0.11, Aggressive : 0.08, Uplifting : 0.08, Sexy : 0.01;dark, sad;-0.61;0.18;medium;negative;low;low;classical, dark, epic, scary, sinister, classical influence, sad, ominous, gloomy, trailers and promos, super hero, horror, menacing, action thriller, emotional, dramatic, threatening, suspense, evil, fantasy magical
VI. Double.m4a.mp3;109;B minor;45 - 75;Happy : 0.55, Chilled : 0.54, Romantic : 0.48, Sad : 0.33, Calm : 0.26, Energetic : 0.20, Spherical : 0.20, Dark : 0.17, Uplifting : 0.14, Epic : 0.12, Sexy : 0.08, Scary : 0.06, Aggressive : 0.03;chilled, happy;0.17;-0.06;medium;balanced;low;medium;classical, chilled, romantic, calm, tender, chillout, love, emotional, soft, relaxed, romance, smooth, feeling, moderate, gentle, touching, easy, emotion, soulful, sentimental
Symphony no. 8 in Bm 'Unfinished', D. 759 - I. Allegro Moderato.mp3;806;B minor;615 - 645;Dark : 0.65, Sad : 0.58, Epic : 0.49, Scary : 0.39, Spherical : 0.39, Energetic : 0.26, Romantic : 0.26, Calm : 0.23, Chilled : 0.21, Aggressive : 0.09, Uplifting : 0.07, Happy : 0.06, Sexy : 0.02;dark, sad;-0.73;0.02;medium;negative;medium;low;classical, dark, scary, sinister, epic, ominous, sad, gloomy, classical influence, spherical, sphere, horror, atmosphere, menacing, threatening, scare, super hero, evil, action thriller, daunting
Trio Sonata for Flutes and Piano, in A minor - I. Largo.mp3.mp3;171;A minor;75 - 105;Sad : 0.76, Calm : 0.70, Romantic : 0.60, Dark : 0.56, Chilled : 0.53, Spherical : 0.45, Epic : 0.23, Scary : 0.21, Happy : 0.06, Energetic : 0.05, Aggressive : 0.04, Sexy : 0.02, Uplifting : 0.02;calm, chilled, dark, romantic, sad;-0.77;-0.60;low;negative;low;low;calm, moderate, chilled, classical, romantic, tender, sentimental, sad, smooth, soft, chillout, touching, emotional, feeling, contemplative, emotion, spherical, sphere, love, gentle
Trio Sonata for Flutes and Piano, in A minor - IV. Allegro.mp3.mp3;151;E minor;30 - 60;Dark : 0.55, Sad : 0.48, Epic : 0.42, Energetic : 0.36, Romantic : 0.30, Scary : 0.30, Spherical : 0.20, Aggressive : 0.16, Calm : 0.16, Chilled : 0.16, Happy : 0.12, Uplifting : 0.09, Sexy : 0.02;dark, sad;-0.62;0.19;medium;negative;medium;low;classical, dark, epic, scary, sinister, classical influence, ominous, sad, gloomy, super hero, menacing, trailers and promos, horror, action thriller, aggressive, threatening, evil, fantasy magical, dramatic, scare
Trio in A Minor, Op. 114 - III. Andantino grazioso.m4a.mp3;294;A major;30 - 60;Romantic : 0.60, Sad : 0.54, Chilled : 0.44, Epic : 0.42, Calm : 0.40, Happy : 0.27, Spherical : 0.27, Dark : 0.26, Energetic : 0.18, Scary : 0.08, Uplifting : 0.07, Aggressive : 0.03, Sexy : 0.02;romantic, sad;-0.34;-0.21;medium;negative;medium;medium;classical, romantic, calm, chilled, love, tender, emotional, moderate, romance, sentimental, soft, feeling, touching, emotion, smooth, gentle, sad, chillout, soulful, relaxed
Violin Sonata in G minor - III. Adagio.mp3.mp3;147;G minor;90 - 120;Calm : 0.79, Sad : 0.76, Chilled : 0.70, Spherical : 0.65, Romantic : 0.57, Dark : 0.52, Epic : 0.17, Scary : 0.13, Happy : 0.04, Energetic : 0.03, Sexy : 0.03, Aggressive : 0.02, Uplifting : 0.01;calm, chilled, dark, romantic, sad, spherical;-0.73;-0.68;low;negative;low;low;calm, chilled, moderate, chillout, smooth, tender, spherical, sphere, soft, sentimental, relaxed, touching, feeling, romantic, contemplative, emotion, gentle, emotional, soulful, atmosphere
VII. Tempo di Borea.m4a.mp3;144;B minor;75 - 105;Chilled : 0.60, Romantic : 0.58, Happy : 0.53, Sad : 0.37, Calm : 0.36, Spherical : 0.20, Dark : 0.15, Energetic : 0.15, Epic : 0.11, Uplifting : 0.11, Sexy : 0.07, Scary : 0.04, Aggressive : 0.02;chilled, happy, romantic;0.11;-0.21;medium;balanced;low;low;classical, chilled, romantic, calm, tender, love, chillout, soft, romance, relaxed, smooth, moderate, emotional, gentle, feeling, touching, sentimental, emotion, easy, soulful
Valse No. 1.mp3.mp3;184;Bb minor;15 - 45;Chilled : 0.67, Calm : 0.66, Romantic : 0.66, Sad : 0.61, Dark : 0.34, Spherical : 0.33, Happy : 0.24, Epic : 0.11, Scary : 0.09, Energetic : 0.06, Sexy : 0.04, Uplifting : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.44;-0.59;low;variable;low;high;calm, chilled, romantic, moderate, tender, chillout, smooth, soft, relaxed, love, sentimental, romance, classical, gentle, feeling, touching, emotion, emotional, soulful, easy
Trio in A Minor, Op. 114 - II. Adagio.m4a.mp3;476;D major;285 - 315;Sad : 0.72, Calm : 0.65, Romantic : 0.59, Chilled : 0.53, Dark : 0.48, Spherical : 0.46, Epic : 0.34, Scary : 0.15, Happy : 0.08, Energetic : 0.07, Aggressive : 0.03, Sexy : 0.02, Uplifting : 0.02;calm, chilled, romantic, sad;-0.73;-0.54;low;negative;low;low;calm, chilled, moderate, classical, romantic, tender, sentimental, smooth, soft, chillout, sad, emotional, touching, feeling, spherical, sphere, emotion, contemplative, love, gentle
